"T","reject","method","dgp","Nsim","mcse"
2100,0.9535,"Conventional OLS","I(1)",2000,0.00470838348055891
2150,0.965,"Conventional OLS","I(1)",2000,0.00410944035119139
2200,0.9615,"Conventional OLS","I(1)",2000,0.00430219420761081
2250,0.9595,"Conventional OLS","I(1)",2000,0.00440793318914885
2300,0.9535,"Conventional OLS","I(1)",2000,0.00470838348055891
2350,0.953,"Conventional OLS","I(1)",2000,0.00473238840333293
2400,0.943,"Conventional OLS","I(1)",2000,0.00518415856238985
2450,0.9425,"Conventional OLS","I(1)",2000,0.00520546587732549
2500,0.9455,"Conventional OLS","I(1)",2000,0.00507591124823908
2550,0.946,"Conventional OLS","I(1)",2000,0.00505390937789747
2600,0.9515,"Conventional OLS","I(1)",2000,0.00480352734977121
2650,0.9545,"Conventional OLS","I(1)",2000,0.00465992220965114
2700,0.9585,"Conventional OLS","I(1)",2000,0.00445969449626317
2750,0.952,"Conventional OLS","I(1)",2000,0.00477995815881269
2800,0.9495,"Conventional OLS","I(1)",2000,0.00489641450451246
2850,0.949,"Conventional OLS","I(1)",2000,0.00491929873051028
2900,0.954,"Conventional OLS","I(1)",2000,0.00468422885862764
2950,0.9585,"Conventional OLS","I(1)",2000,0.00445969449626317
3000,0.952,"Conventional OLS","I(1)",2000,0.00477995815881269
3050,0.96,"Conventional OLS","I(1)",2000,0.00438178046004133
3100,0.9615,"Conventional OLS","I(1)",2000,0.00430219420761081
3150,0.9615,"Conventional OLS","I(1)",2000,0.00430219420761081
3200,0.961,"Conventional OLS","I(1)",2000,0.00432891441356837
3250,0.963,"Conventional OLS","I(1)",2000,0.00422084114839685
3300,0.968,"Conventional OLS","I(1)",2000,0.00393547964039963
3350,0.9685,"Conventional OLS","I(1)",2000,0.00390562094934979
3400,0.961,"Conventional OLS","I(1)",2000,0.00432891441356837
3450,0.96,"Conventional OLS","I(1)",2000,0.00438178046004133
3500,0.9625,"Conventional OLS","I(1)",2000,0.00424816136699161
3550,0.9655,"Conventional OLS","I(1)",2000,0.00408103847078167
3600,0.959,"Conventional OLS","I(1)",2000,0.00443390347211123
3650,0.962,"Conventional OLS","I(1)",2000,0.00427527776875375
3700,0.9615,"Conventional OLS","I(1)",2000,0.00430219420761081
3750,0.961,"Conventional OLS","I(1)",2000,0.00432891441356837
3800,0.9615,"Conventional OLS","I(1)",2000,0.00430219420761081
3850,0.96,"Conventional OLS","I(1)",2000,0.00438178046004133
3900,0.9645,"Conventional OLS","I(1)",2000,0.00413761706783023
3950,0.9685,"Conventional OLS","I(1)",2000,0.00390562094934979
4000,0.9715,"Conventional OLS","I(1)",2000,0.0037207358143249
4050,0.9685,"Conventional OLS","I(1)",2000,0.00390562094934979
4100,0.966,"Conventional OLS","I(1)",2000,0.00405240669232495
4150,0.9625,"Conventional OLS","I(1)",2000,0.00424816136699161
4200,0.9655,"Conventional OLS","I(1)",2000,0.00408103847078167
4250,0.9715,"Conventional OLS","I(1)",2000,0.0037207358143249
4300,0.9645,"Conventional OLS","I(1)",2000,0.00413761706783023
4350,0.961,"Conventional OLS","I(1)",2000,0.00432891441356837
4400,0.963,"Conventional OLS","I(1)",2000,0.00422084114839685
4450,0.9705,"Conventional OLS","I(1)",2000,0.00378350036342009
4500,0.9725,"Conventional OLS","I(1)",2000,0.00365675744341896
4550,0.972,"Conventional OLS","I(1)",2000,0.00368890227574546
4600,0.975,"Conventional OLS","I(1)",2000,0.00349106001094224
4650,0.9705,"Conventional OLS","I(1)",2000,0.00378350036342009
4700,0.968,"Conventional OLS","I(1)",2000,0.00393547964039963
4750,0.9685,"Conventional OLS","I(1)",2000,0.00390562094934979
4800,0.9695,"Conventional OLS","I(1)",2000,0.00384511053157123
4850,0.9745,"Conventional OLS","I(1)",2000,0.00352489361541593
4900,0.9755,"Conventional OLS","I(1)",2000,0.00345685912353975
4950,0.974,"Conventional OLS","I(1)",2000,0.00355837041354607
5000,0.9695,"Conventional OLS","I(1)",2000,0.00384511053157123
